"yr","stdg_cd","dat_no","jan","feb","mar","apr","may","jun","july","aug","sep","oct","nov","dec","qu_1","qu_2","qu_3","qu_4","ht_1","ht_2","yr_vl","pd_se","frst_reg_dt","last_mdfcn_dt"
"2016","4278000000",M020019,,,,,,,,,,,,,,,,,,,1735,M030004,2023-07-13 09:28:24.020,2023-07-13 09:28:24.020
"2019","4278000000",M020019,,,,,,,,,,,,,,,,,,,1625,M030004,2023-07-13 09:28:24.020,2023-07-13 09:28:24.020
"2021","4278000000",M020019,,,,,,,,,,,,,,,,,,,1506,M030004,2023-07-13 09:28:24.020,2023-07-13 09:28:24.020
"2018","4278000000",M020019,,,,,,,,,,,,,,,,,,,1695,M030004,2023-07-13 09:28:24.020,2023-07-13 09:28:24.020
"2017","4278000000",M020019,,,,,,,,,,,,,,,,,,,1751,M030004,2023-07-13 09:28:24.020,2023-07-13 09:28:24.020
"2016","4279000000",M020019,,,,,,,,,,,,,,,,,,,947,M030004,2023-07-13 09:28:24.020,2023-07-13 09:28:24.020
"2017","4279000000",M020019,,,,,,,,,,,,,,,,,,,940,M030004,2023-07-13 09:28:24.020,2023-07-13 09:28:24.020
"2021","4217000000",M020019,,,,,,,,,,,,,,,,,,,3436,M030004,2023-07-13 09:28:24.020,2023-07-13 09:28:24.020
"2020","4217000000",M020019,,,,,,,,,,,,,,,,,,,3528,M030004,2023-07-13 09:28:24.020,2023-07-13 09:28:24.020
"2019","4217000000",M020019,,,,,,,,,,,,,,,,,,,3600,M030004,2023-07-13 09:28:24.020,2023-07-13 09:28:24.020
"2018","4217000000",M020019,,,,,,,,,,,,,,,,,,,3818,M030004,2023-07-13 09:28:24.020,2023-07-13 09:28:24.020
"2017","4217000000",M020019,,,,,,,,,,,,,,,,,,,3947,M030004,2023-07-13 09:28:24.020,2023-07-13 09:28:24.020
"2017","4884000000",M020019,,,,,,,,,,,,,,,,,,,1095,M030004,2023-07-13 09:28:24.020,2023-07-13 09:28:24.020
"2016","4884000000",M020019,,,,,,,,,,,,,,,,,,,1122,M030004,2023-07-13 09:28:24.020,2023-07-13 09:28:24.020
"2018","4884000000",M020019,,,,,,,,,,,,,,,,,,,1034,M030004,2023-07-13 09:28:24.020,2023-07-13 09:28:24.020
"2020","4872000000",M020019,,,,,,,,,,,,,,,,,,,638,M030004,2023-07-13 09:28:24.020,2023-07-13 09:28:24.020
"2021","4872000000",M020019,,,,,,,,,,,,,,,,,,,597,M030004,2023-07-13 09:28:24.020,2023-07-13 09:28:24.020
"2016","4872000000",M020019,,,,,,,,,,,,,,,,,,,759,M030004,2023-07-13 09:28:24.020,2023-07-13 09:28:24.020
"2017","4872000000",M020019,,,,,,,,,,,,,,,,,,,727,M030004,2023-07-13 09:28:24.020,2023-07-13 09:28:24.020
"2018","4679000000",M020019,,,,,,,,,,,,,,,,,,,1870,M030004,2023-07-13 09:28:24.020,2023-07-13 09:28:24.020
"2019","4679000000",M020019,,,,,,,,,,,,,,,,,,,1781,M030004,2023-07-13 09:28:24.020,2023-07-13 09:28:24.020
"2019","4882000000",M020021,,,,,,,,,,,,,,,,,,,462,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2018","4882000000",M020021,,,,,,,,,,,,,,,,,,,479,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2016","4882000000",M020021,,,,,,,,,,,,,,,,,,,535,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2021","4128000000",M020021,,,,,,,,,,,,,,,,,,,8107,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2019","4128000000",M020021,,,,,,,,,,,,,,,,,,,8377,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2020","4128000000",M020021,,,,,,,,,,,,,,,,,,,8437,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2016","4128000000",M020021,,,,,,,,,,,,,,,,,,,9534,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2017","4128000000",M020021,,,,,,,,,,,,,,,,,,,9168,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2018","4128000000",M020021,,,,,,,,,,,,,,,,,,,8785,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2020","4579000000",M020021,,,,,,,,,,,,,,,,,,,487,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2021","4579000000",M020021,,,,,,,,,,,,,,,,,,,460,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2016","4579000000",M020021,,,,,,,,,,,,,,,,,,,593,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2017","4579000000",M020021,,,,,,,,,,,,,,,,,,,572,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2018","4579000000",M020021,,,,,,,,,,,,,,,,,,,531,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2019","4579000000",M020021,,,,,,,,,,,,,,,,,,,502,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2021","4677000000",M020021,,,,,,,,,,,,,,,,,,,407,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2019","4677000000",M020021,,,,,,,,,,,,,,,,,,,418,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2018","4677000000",M020021,,,,,,,,,,,,,,,,,,,462,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2020","4677000000",M020021,,,,,,,,,,,,,,,,,,,450,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2017","4677000000",M020021,,,,,,,,,,,,,,,,,,,500,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2016","4677000000",M020021,,,,,,,,,,,,,,,,,,,521,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2016","4672000000",M020021,,,,,,,,,,,,,,,,,,,271,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2019","4672000000",M020021,,,,,,,,,,,,,,,,,,,215,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2020","4672000000",M020021,,,,,,,,,,,,,,,,,,,216,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2021","4672000000",M020021,,,,,,,,,,,,,,,,,,,212,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2018","4672000000",M020021,,,,,,,,,,,,,,,,,,,241,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2017","4672000000",M020021,,,,,,,,,,,,,,,,,,,258,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2021","4415000000",M020021,,,,,,,,,,,,,,,,,,,838,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2020","4415000000",M020021,,,,,,,,,,,,,,,,,,,891,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2016","4415000000",M020021,,,,,,,,,,,,,,,,,,,1233,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2018","4415000000",M020021,,,,,,,,,,,,,,,,,,,1058,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2019","4415000000",M020021,,,,,,,,,,,,,,,,,,,957,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2017","4415000000",M020021,,,,,,,,,,,,,,,,,,,1187,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2021","4129000000",M020021,,,,,,,,,,,,,,,,,,,591,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2017","4129000000",M020021,,,,,,,,,,,,,,,,,,,530,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2018","4129000000",M020021,,,,,,,,,,,,,,,,,,,516,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2019","4129000000",M020021,,,,,,,,,,,,,,,,,,,493,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2020","4129000000",M020021,,,,,,,,,,,,,,,,,,,508,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2016","4129000000",M020021,,,,,,,,,,,,,,,,,,,625,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2020","1162000000",M020021,,,,,,,,,,,,,,,,,,,2242,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2019","1162000000",M020021,,,,,,,,,,,,,,,,,,,2448,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2018","1162000000",M020021,,,,,,,,,,,,,,,,,,,2702,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2017","1162000000",M020021,,,,,,,,,,,,,,,,,,,2943,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2016","1162000000",M020021,,,,,,,,,,,,,,,,,,,3209,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2021","1162000000",M020021,,,,,,,,,,,,,,,,,,,2030,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2020","4121000000",M020021,,,,,,,,,,,,,,,,,,,2607,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2018","4121000000",M020021,,,,,,,,,,,,,,,,,,,2929,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2016","4121000000",M020021,,,,,,,,,,,,,,,,,,,3336,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2018","1111000000",M020020,,,,,,,,,,,,,,,,,,,5249,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2019","1111000000",M020020,,,,,,,,,,,,,,,,,,,4863,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2017","1111000000",M020020,,,,,,,,,,,,,,,,,,,5619,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2021","1111000000",M020020,,,,,,,,,,,,,,,,,,,4405,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2020","1111000000",M020020,,,,,,,,,,,,,,,,,,,4613,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2017","1114000000",M020020,,,,,,,,,,,,,,,,,,,4076,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2016","1114000000",M020020,,,,,,,,,,,,,,,,,,,4292,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2020","4182000000",M020020,,,,,,,,,,,,,,,,,,,1933,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2016","4182000000",M020020,,,,,,,,,,,,,,,,,,,2315,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2017","4182000000",M020020,,,,,,,,,,,,,,,,,,,2251,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2018","4182000000",M020020,,,,,,,,,,,,,,,,,,,2079,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2019","4182000000",M020020,,,,,,,,,,,,,,,,,,,1959,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2021","4182000000",M020020,,,,,,,,,,,,,,,,,,,1825,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2017","1168000000",M020020,,,,,,,,,,,,,,,,,,,28598,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2016","1168000000",M020020,,,,,,,,,,,,,,,,,,,29865,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2018","1168000000",M020020,,,,,,,,,,,,,,,,,,,27210,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2019","1168000000",M020020,,,,,,,,,,,,,,,,,,,26274,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2020","1168000000",M020020,,,,,,,,,,,,,,,,,,,26696,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2021","1168000000",M020020,,,,,,,,,,,,,,,,,,,25829,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2019","1174000000",M020020,,,,,,,,,,,,,,,,,,,19508,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2018","1174000000",M020020,,,,,,,,,,,,,,,,,,,20418,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2017","1174000000",M020020,,,,,,,,,,,,,,,,,,,21924,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2016","1174000000",M020020,,,,,,,,,,,,,,,,,,,22968,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2020","1174000000",M020020,,,,,,,,,,,,,,,,,,,20974,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2021","1174000000",M020020,,,,,,,,,,,,,,,,,,,20904,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2016","4215000000",M020020,,,,,,,,,,,,,,,,,,,10629,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2017","4215000000",M020020,,,,,,,,,,,,,,,,,,,9961,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2018","4215000000",M020020,,,,,,,,,,,,,,,,,,,9456,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2019","4215000000",M020020,,,,,,,,,,,,,,,,,,,9017,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2020","4215000000",M020020,,,,,,,,,,,,,,,,,,,8709,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2021","4215000000",M020020,,,,,,,,,,,,,,,,,,,8395,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2016","1130500000",M020020,,,,,,,,,,,,,,,,,,,14096,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2021","1130500000",M020020,,,,,,,,,,,,,,,,,,,9648,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2020","1130500000",M020020,,,,,,,,,,,,,,,,,,,10438,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2019","1130500000",M020020,,,,,,,,,,,,,,,,,,,11156,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2018","1130500000",M020020,,,,,,,,,,,,,,,,,,,12282,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2017","1130500000",M020020,,,,,,,,,,,,,,,,,,,13281,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2016","1150000000",M020020,,,,,,,,,,,,,,,,,,,29542,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2017","1150000000",M020020,,,,,,,,,,,,,,,,,,,28405,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2018","1150000000",M020020,,,,,,,,,,,,,,,,,,,26876,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2019","1150000000",M020020,,,,,,,,,,,,,,,,,,,25278,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2020","1150000000",M020020,,,,,,,,,,,,,,,,,,,23636,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2021","1150000000",M020020,,,,,,,,,,,,,,,,,,,22380,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2021","2644000000",M020020,,,,,,,,,,,,,,,,,,,9330,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2020","2644000000",M020020,,,,,,,,,,,,,,,,,,,8999,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2019","2644000000",M020020,,,,,,,,,,,,,,,,,,,8424,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2018","2644000000",M020020,,,,,,,,,,,,,,,,,,,7931,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2017","2644000000",M020020,,,,,,,,,,,,,,,,,,,7434,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2016","2644000000",M020020,,,,,,,,,,,,,,,,,,,6694,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2019","4681000000",M020020,,,,,,,,,,,,,,,,,,,864,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2021","4681000000",M020020,,,,,,,,,,,,,,,,,,,808,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2018","4681000000",M020020,,,,,,,,,,,,,,,,,,,912,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2017","4681000000",M020020,,,,,,,,,,,,,,,,,,,950,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2020","4681000000",M020020,,,,,,,,,,,,,,,,,,,849,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2016","4681000000",M020020,,,,,,,,,,,,,,,,,,,1069,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2021","2871000000",M020020,,,,,,,,,,,,,,,,,,,1764,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2020","2871000000",M020020,,,,,,,,,,,,,,,,,,,1768,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2019","2871000000",M020020,,,,,,,,,,,,,,,,,,,1683,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2018","2871000000",M020020,,,,,,,,,,,,,,,,,,,1797,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2017","2871000000",M020020,,,,,,,,,,,,,,,,,,,1906,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2016","2871000000",M020020,,,,,,,,,,,,,,,,,,,1916,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2017","4831000000",M020020,,,,,,,,,,,,,,,,,,,17433,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2016","4831000000",M020020,,,,,,,,,,,,,,,,,,,17957,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2021","4831000000",M020020,,,,,,,,,,,,,,,,,,,15034,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2020","4831000000",M020020,,,,,,,,,,,,,,,,,,,15743,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2019","4831000000",M020020,,,,,,,,,,,,,,,,,,,16094,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2018","4831000000",M020020,,,,,,,,,,,,,,,,,,,16997,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2020","4888000000",M020020,,,,,,,,,,,,,,,,,,,2268,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2018","4888000000",M020020,,,,,,,,,,,,,,,,,,,2477,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2019","4888000000",M020020,,,,,,,,,,,,,,,,,,,2340,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2017","4888000000",M020020,,,,,,,,,,,,,,,,,,,2592,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2016","4888000000",M020020,,,,,,,,,,,,,,,,,,,2746,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2021","4888000000",M020020,,,,,,,,,,,,,,,,,,,2175,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2017","4729000000",M020020,,,,,,,,,,,,,,,,,,,13444,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2021","4729000000",M020020,,,,,,,,,,,,,,,,,,,11758,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2020","4729000000",M020020,,,,,,,,,,,,,,,,,,,11803,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2019","4729000000",M020020,,,,,,,,,,,,,,,,,,,12440,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2018","4729000000",M020020,,,,,,,,,,,,,,,,,,,13003,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2016","4729000000",M020020,,,,,,,,,,,,,,,,,,,13776,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2018","4713000000",M020020,,,,,,,,,,,,,,,,,,,10913,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2017","4713000000",M020020,,,,,,,,,,,,,,,,,,,11558,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2016","4713000000",M020020,,,,,,,,,,,,,,,,,,,11964,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2019","4713000000",M020020,,,,,,,,,,,,,,,,,,,10270,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2020","4713000000",M020020,,,,,,,,,,,,,,,,,,,9996,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2021","4713000000",M020020,,,,,,,,,,,,,,,,,,,9520,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2016","4425000000",M020020,,,,,,,,,,,,,,,,,,,3195,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2018","4425000000",M020020,,,,,,,,,,,,,,,,,,,3016,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2019","4425000000",M020020,,,,,,,,,,,,,,,,,,,2822,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2020","4425000000",M020020,,,,,,,,,,,,,,,,,,,2738,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2017","4425000000",M020020,,,,,,,,,,,,,,,,,,,3139,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2021","4425000000",M020020,,,,,,,,,,,,,,,,,,,2647,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2020","2824500000",M020020,,,,,,,,,,,,,,,,,,,12855,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2019","2824500000",M020020,,,,,,,,,,,,,,,,,,,13947,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2018","2824500000",M020020,,,,,,,,,,,,,,,,,,,15435,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2017","2824500000",M020020,,,,,,,,,,,,,,,,,,,17203,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2021","2824500000",M020020,,,,,,,,,,,,,,,,,,,12034,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2016","2824500000",M020020,,,,,,,,,,,,,,,,,,,18711,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2019","4783000000",M020020,,,,,,,,,,,,,,,,,,,932,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2016","4783000000",M020020,,,,,,,,,,,,,,,,,,,1177,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2017","4783000000",M020020,,,,,,,,,,,,,,,,,,,1121,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2018","4783000000",M020020,,,,,,,,,,,,,,,,,,,1047,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2020","4783000000",M020020,,,,,,,,,,,,,,,,,,,843,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2021","4783000000",M020020,,,,,,,,,,,,,,,,,,,808,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2016","4282000000",M020020,,,,,,,,,,,,,,,,,,,812,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2021","4882000000",M020020,,,,,,,,,,,,,,,,,,,1432,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2020","4882000000",M020020,,,,,,,,,,,,,,,,,,,1474,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2019","4882000000",M020020,,,,,,,,,,,,,,,,,,,1539,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2018","4882000000",M020020,,,,,,,,,,,,,,,,,,,1663,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2017","4882000000",M020020,,,,,,,,,,,,,,,,,,,1777,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2016","4882000000",M020020,,,,,,,,,,,,,,,,,,,1906,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2019","4128000000",M020020,,,,,,,,,,,,,,,,,,,54279,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2021","4128000000",M020020,,,,,,,,,,,,,,,,,,,51262,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2016","4128000000",M020020,,,,,,,,,,,,,,,,,,,62295,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2017","4128000000",M020020,,,,,,,,,,,,,,,,,,,59757,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2018","4128000000",M020020,,,,,,,,,,,,,,,,,,,56796,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2020","4128000000",M020020,,,,,,,,,,,,,,,,,,,53222,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2020","4579000000",M020020,,,,,,,,,,,,,,,,,,,1411,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2021","4579000000",M020020,,,,,,,,,,,,,,,,,,,1364,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2016","4579000000",M020020,,,,,,,,,,,,,,,,,,,1711,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2017","4579000000",M020020,,,,,,,,,,,,,,,,,,,1633,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2018","4579000000",M020020,,,,,,,,,,,,,,,,,,,1535,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2019","4579000000",M020020,,,,,,,,,,,,,,,,,,,1393,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2021","4677000000",M020020,,,,,,,,,,,,,,,,,,,1261,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2018","4677000000",M020020,,,,,,,,,,,,,,,,,,,1387,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2019","4677000000",M020020,,,,,,,,,,,,,,,,,,,1282,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2020","4677000000",M020020,,,,,,,,,,,,,,,,,,,1302,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2017","4677000000",M020020,,,,,,,,,,,,,,,,,,,1507,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2016","4677000000",M020020,,,,,,,,,,,,,,,,,,,1551,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2016","4672000000",M020020,,,,,,,,,,,,,,,,,,,777,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2020","4672000000",M020020,,,,,,,,,,,,,,,,,,,619,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2021","4672000000",M020020,,,,,,,,,,,,,,,,,,,586,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2019","4672000000",M020020,,,,,,,,,,,,,,,,,,,598,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2018","4672000000",M020020,,,,,,,,,,,,,,,,,,,683,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2017","4672000000",M020020,,,,,,,,,,,,,,,,,,,736,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
"2016","4415000000",M020020,,,,,,,,,,,,,,,,,,,4427,M030004,2023-07-13 09:28:52.616,2023-07-13 09:28:52.616
